,score,phase,subject,round,block1,block2,block3,dim1,dim2,dim3,dim4,X,dim1_choice_value,dim1_category,Y,dim2_choice_value,dim2_category,Z,dim3_choice_value,dim3_category,T,dim4_choice_value,dim4_category
62,64.0,P2-only,oct1803,38,"[3322, 2121, 1223]","[1311, 1132, 2333]","[2212, 3231, 3113]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(2, 2, 2, 1, 3, 3, 1, 1, 3)",26.665999999999997,37.407,122,223.33300000000003,34.074,111,21.852000000000004,32.593,122,319.259,30.0,223
63,39.0,P2-only,oct1803,39,"[2231, 3213, 3132]","[1333, 1111, 2123]","[1222, 3321, 2312]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 2, 2, 1, 1, 3, 2, 3, 3)","(1, 3, 3, 1, 2, 3, 1, 2, 2)",3.333,14.074,122,21.852000000000004,32.593,122,135.555,46.296,222,12.963000000000001,23.704,122
64,63.0,P2-only,oct1803,40,"[2121, 1222, 3323]","[1311, 1133, 2332]","[2213, 3112, 3231]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(2, 2, 2, 1, 3, 3, 1, 1, 3)",26.665999999999997,37.407,122,223.33300000000003,34.074,111,21.852000000000004,32.593,122,319.259,30.0,223
65,96.0,P2-only,oct1803,41,"[1111, 2231, 3321]","[1332, 2122, 1223]","[2313, 3133, 3212]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",26.665999999999997,37.407,122,357.778,68.519,223,223.33300000000003,34.074,111,21.481,32.222,122
66,94.0,P2-only,oct1803,42,"[1221, 3111, 2331]","[1312, 1133, 2122]","[3232, 3323, 2213]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",26.665999999999997,37.407,122,357.778,68.519,223,25.185000000000002,35.926,122,223.33300000000003,34.074,111
67,73.0,P2-only,oct1803,43,"[3211, 2232, 2121]","[1331, 1112, 2313]","[3133, 1223, 3322]","(2, 2, 3, 1, 1, 2, 1, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 2, 1, 3, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",113.703,24.444,222,46.666,57.407,122,32.222,42.963,122,25.185000000000002,35.926,122
68,88.0,P2-only,oct1803,44,"[1221, 2331, 3111]","[1132, 1313, 2123]","[2212, 3322, 3233]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",26.665999999999997,37.407,122,356.29600000000005,67.037,223,25.185000000000002,35.926,122,223.33300000000003,34.074,111
69,95.0,P2-only,oct1803,45,"[1331, 2121, 3211]","[1113, 1222, 2312]","[3323, 2233, 3132]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",26.665999999999997,37.407,122,357.778,68.519,223,223.33300000000003,34.074,111,26.665999999999997,37.407,122
70,78.0,P2-only,oct1803,46,"[1131, 3321, 2211]","[1313, 3112, 2123]","[1222, 2332, 3233]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",223.33300000000003,34.074,111,356.29600000000005,67.037,223,25.185000000000002,35.926,122,26.665999999999997,37.407,122
71,95.0,P2-only,oct1803,47,"[3131, 2311, 1221]","[1113, 1332, 2122]","[3212, 2233, 3323]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",26.665999999999997,37.407,122,357.778,68.519,223,25.185000000000002,35.926,122,223.33300000000003,34.074,111
72,91.0,P2-only,oct1803,48,"[3321, 2211, 1131]","[1312, 1223, 2333]","[3113, 3232, 2122]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",26.665999999999997,37.407,122,356.29600000000005,67.037,223,20.0,30.741,122,223.33300000000003,34.074,111
73,86.0,P2-only,oct1803,49,"[1211, 3131, 2321]","[1123, 1332, 3313]","[2112, 3222, 2233]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",25.185000000000002,35.926,122,356.29600000000005,67.037,223,21.852000000000004,32.593,122,223.33300000000003,34.074,111
74,87.0,P2-only,oct1803,50,"[1121, 3331, 2211]","[1312, 2132, 2323]","[3113, 3222, 1233]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",24.814999999999998,35.556,122,357.778,68.519,223,21.852000000000004,32.593,122,223.33300000000003,34.074,111
75,36.0,P1,oct2201,1,"[332, 133, 231]","[212, 111, 313]","[223, 321, 122]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,394.815,5.556,333,223.33300000000003,34.074,111,,,
76,53.0,P1,oct2201,2,"[221, 212, 332]","[122, 323, 113]","[131, 311, 233]","(2, 2, 3, 1, 1, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 2, 2, 2, 3, 3, 1, 1, 3)",,12.222000000000001,22.963,122,24.814999999999998,35.556,122,130.37,41.111,222,,,
77,88.0,P1,oct2201,3,"[211, 112, 313]","[223, 322, 121]","[133, 232, 331]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
78,76.0,P1,oct2201,4,"[311, 213, 112]","[333, 131, 232]","[123, 221, 322]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,,,
79,69.0,P1,oct2201,5,"[312, 211, 323]","[121, 222, 113]","[331, 233, 132]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,3.333,14.074,122,348.148,58.889,223,223.33300000000003,34.074,111,,,
80,68.0,P1,oct2201,6,"[213, 312, 231]","[111, 222, 123]","[132, 333, 321]","(2, 2, 3, 1, 1, 2, 1, 3, 3)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,113.703,24.444,222,137.778,48.519,222,223.33300000000003,34.074,111,,,
81,78.0,P1,oct2201,7,"[213, 312, 111]","[232, 221, 323]","[331, 133, 122]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,21.481,32.222,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
82,93.0,P1,oct2201,8,"[113, 211, 312]","[223, 122, 131]","[232, 321, 333]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,26.665999999999997,37.407,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
83,73.0,P1,oct2201,9,"[311, 112, 213]","[231, 222, 332]","[121, 133, 323]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 2, 1, 3, 3)",,21.481,32.222,122,356.29600000000005,67.037,223,24.814999999999998,35.556,122,,,
84,86.0,P1,oct2201,10,"[211, 313, 112]","[131, 123, 332]","[222, 233, 321]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,25.185000000000002,35.926,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,,,
85,89.0,P1,oct2201,11,"[311, 113, 212]","[231, 121, 223]","[322, 333, 132]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",,24.814999999999998,35.556,122,357.778,68.519,223,25.185000000000002,35.926,122,,,
86,79.0,P1,oct2201,12,"[212, 111, 313]","[331, 123, 322]","[221, 132, 233]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,21.852000000000004,32.593,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
87,76.0,P1,oct2201,13,"[212, 111, 313]","[231, 332, 223]","[321, 122, 133]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,21.481,32.222,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,,,
88,88.0,P1,oct2201,14,"[212, 113, 311]","[233, 221, 122]","[131, 323, 332]","(1, 2, 3, 1, 2, 2, 1, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,24.814999999999998,35.556,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
89,76.0,P1,oct2201,15,"[211, 313, 112]","[133, 331, 232]","[223, 121, 322]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,,,
90,87.0,P1,oct2201,16,"[213, 311, 112]","[123, 221, 322]","[333, 232, 131]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
91,74.0,P1,oct2201,17,"[113, 312, 211]","[323, 222, 331]","[121, 233, 132]","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,20.0,30.741,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
92,91.0,P1,oct2201,18,"[213, 312, 111]","[321, 123, 132]","[231, 222, 333]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,25.185000000000002,35.926,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
93,69.0,P1,oct2201,19,"[312, 111, 213]","[232, 323, 331]","[133, 221, 122]","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,20.0,30.741,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,,,
94,68.0,P1,oct2201,20,"[211, 113, 312]","[232, 321, 333]","[122, 131, 223]","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 1, 2, 3, 3, 2, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,20.0,30.741,122,356.29600000000005,67.037,223,223.33300000000003,34.074,111,,,
95,73.0,P1,oct2201,21,"[231, 112, 213]","[222, 311, 323]","[133, 332, 121]","(1, 2, 2, 2, 3, 3, 1, 1, 3)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,130.37,41.111,222,137.778,48.519,222,223.33300000000003,34.074,111,,,
96,93.0,P1,oct2201,22,"[112, 313, 211]","[131, 222, 123]","[332, 321, 233]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,26.665999999999997,37.407,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
97,65.0,P1,oct2201,23,"[231, 311, 113]","[223, 322, 212]","[333, 132, 121]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,21.481,32.222,122,137.778,48.519,222,34.444,45.185,122,,,
98,68.0,P1,oct2201,24,"[331, 212, 111]","[123, 322, 313]","[233, 221, 132]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 1, 2, 2, 3, 3, 1, 2, 3)",,21.852000000000004,32.593,122,137.778,48.519,222,43.333,54.074,122,,,
99,71.0,P1,oct2201,25,"[231, 212, 313]","[111, 122, 223]","[133, 332, 321]","(2, 2, 3, 1, 1, 2, 1, 3, 3)","(1, 1, 3, 1, 2, 2, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,113.703,24.444,222,137.778,48.519,222,223.33300000000003,34.074,111,,,
100,96.0,P1,oct2201,26,"[212, 113, 311]","[131, 221, 122]","[332, 233, 323]","(1, 2, 3, 1, 1, 2, 2, 3, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",,26.665999999999997,37.407,122,357.778,68.519,223,26.665999999999997,37.407,122,,,
101,80.0,P1,oct2201,27,"[211, 112, 313]","[331, 121, 322]","[133, 223, 232]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",,21.852000000000004,32.593,122,357.778,68.519,223,26.665999999999997,37.407,122,,,
102,83.0,P1,oct2201,28,"[213, 311, 112]","[123, 322, 232]","[131, 221, 333]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",,223.33300000000003,34.074,111,357.778,68.519,223,21.481,32.222,122,,,
103,86.0,P1,oct2201,29,"[113, 312, 211]","[323, 222, 132]","[121, 331, 233]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)",,223.33300000000003,34.074,111,357.778,68.519,223,21.481,32.222,122,,,
104,79.0,P1,oct2201,30,"[312, 111, 213]","[231, 321, 222]","[123, 132, 333]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 2, 2, 3, 3)",,21.481,32.222,122,357.778,68.519,223,26.665999999999997,37.407,122,,,
105,75.0,P2,oct2201,1,"[2213, 3312, 1111]","[2132, 1333, 3231]","[3123, 1222, 2321]","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
106,38.0,P2,oct2201,2,"[2231, 1133, 3332]","[1311, 2112, 3213]","[1222, 3121, 2323]","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
107,90.0,P2,oct2201,3,"[2213, 1112, 3311]","[2322, 3123, 1221]","[2131, 1333, 3232]","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111
108,56.0,P2,oct2201,4,"[2113, 2322, 2231]","[1132, 1223, 1311]","[3121, 3333, 3212]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 1, 1, 1, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,425.92600000000004,36.667,333,223.33300000000003,34.074,111
109,57.0,P2,oct2201,5,"[2131, 2212, 2323]","[3233, 3122, 3311]","[1221, 1113, 1332]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333,223.33300000000003,34.074,111
110,54.0,P2,oct2201,6,"[1312, 1131, 1223]","[2321, 2232, 2113]","[3333, 3211, 3122]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111
111,55.0,P2,oct2201,7,"[3121, 3233, 3312]","[1222, 1113, 1331]","[2323, 2132, 2211]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,394.815,5.556,333,223.33300000000003,34.074,111
112,54.0,P2,oct2201,8,"[2233, 1222, 3211]","[2321, 1313, 3332]","[1131, 3123, 2112]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,415.92600000000004,26.667,333
113,54.0,P2,oct2201,9,"[1331, 2322, 3313]","[2211, 1223, 3232]","[3121, 1112, 2133]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 2, 2, 2, 1, 1, 1)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,389.259,0.0,333
114,54.0,P2,oct2201,10,"[1132, 3123, 2111]","[1313, 2322, 3331]","[2233, 3212, 1221]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)",223.33300000000003,34.074,111,223.33300000000003,34.074,111,223.33300000000003,34.074,111,454.815,65.556,333
115,74.0,P2,oct2201,11,"[3231, 2321, 1111]","[3313, 2133, 1223]","[1332, 3122, 2212]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 3, 3, 3, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,454.815,65.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
116,40.0,P2,oct2201,12,"[3213, 1133, 2323]","[3331, 2111, 1221]","[2232, 3122, 1312]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 1, 2, 2, 2)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,394.815,5.556,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
117,91.0,P2,oct2201,13,"[2311, 3231, 1121]","[1332, 2222, 3112]","[3323, 1213, 2133]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,223.33300000000003,34.074,111
118,94.0,P2,oct2201,14,"[2111, 3321, 1312]","[3132, 2222, 1231]","[2333, 3213, 1123]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 3, 3, 1, 2, 2, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,223.33300000000003,34.074,111,14.443999999999999,25.185,122
119,91.0,P2,oct2201,15,"[2311, 3112, 1131]","[3221, 1322, 2232]","[2123, 1213, 3333]","(1, 1, 3, 2, 2, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",34.444,45.185,122,348.148,58.889,223,223.33300000000003,34.074,111,34.444,45.185,122
120,63.0,P2,oct2201,16,"[2212, 3311, 3223]","[3132, 1322, 2333]","[1113, 2121, 1231]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(2, 3, 3, 1, 2, 3, 1, 1, 2)","(2, 2, 3, 1, 3, 3, 1, 1, 2)",43.333,54.074,122,21.481,32.222,122,0.0,10.741,122,108.889,19.63,222
121,95.0,P2,oct2201,17,"[2311, 3221, 1212]","[1131, 3332, 2122]","[1323, 3113, 2233]","(1, 1, 2, 2, 3, 3, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 3, 1, 1, 3, 1, 2, 3)",43.333,54.074,122,348.148,58.889,223,223.33300000000003,34.074,111,12.222000000000001,22.963,122
122,100.0,P2,oct2201,18,"[2211, 1321, 3312]","[3131, 1113, 2122]","[1232, 3223, 2333]","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 1, 2, 1, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 3, 3, 1, 1, 1, 2, 2, 3)",46.666,57.407,122,46.666,57.407,122,223.33300000000003,34.074,111,305.185,15.926,223
123,38.0,P1,oct2202,1,"[212, 332, 122]","[223, 313, 133]","[111, 321, 231]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(2, 2, 2, 3, 3, 3, 1, 1, 1)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,415.92600000000004,26.667,333,223.33300000000003,34.074,111,,,
124,87.0,P1,oct2202,2,"[221, 131, 311]","[122, 212, 332]","[233, 113, 323]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
125,91.0,P1,oct2202,3,"[211, 121, 331]","[112, 232, 322]","[133, 223, 313]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 1, 1, 2, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,223.33300000000003,34.074,111,459.259,70.0,333,223.33300000000003,34.074,111,,,
126,78.0,P1,oct2202,4,"[311, 131, 232]","[221, 322, 112]","[213, 333, 123]","(1, 3, 3, 1, 2, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,14.443999999999999,25.185,122,348.148,58.889,223,223.33300000000003,34.074,111,,,
127,70.0,P1,oct2202,5,"[121, 331, 132]","[211, 222, 312]","[233, 323, 113]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 1, 3, 2, 2, 3, 1, 2, 3)",,3.333,14.074,122,348.148,58.889,223,34.444,45.185,122,,,
128,69.0,P1,oct2202,6,"[231, 321, 132]","[111, 312, 222]","[333, 213, 123]","(2, 3, 3, 1, 1, 2, 1, 2, 3)","(1, 1, 2, 1, 2, 2, 3, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,3.333,14.074,122,348.148,58.889,223,223.33300000000003,34.074,111,,,
129,81.0,P1,oct2202,7,"[111, 331, 221]","[232, 122, 323]","[213, 133, 312]","(1, 2, 3, 2, 2, 3, 1, 1, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,21.481,32.222,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
130,76.0,P1,oct2202,8,"[321, 131, 211]","[122, 232, 333]","[223, 113, 312]","(1, 2, 3, 2, 3, 3, 1, 1, 2)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)",,20.0,30.741,122,357.778,68.519,223,223.33300000000003,34.074,111,,,
131,79.0,P1,oct2202,9,"[311, 121, 231]","[112, 332, 133]","[222, 323, 213]","(1, 2, 3, 1, 3, 3, 1, 2, 2)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 1, 3, 2, 2, 3)",,21.852000000000004,32.593,122,357.778,68.519,223,25.185000000000002,35.926,122,,,
132,90.0,P1,oct2202,10,"[211, 321, 131]","[332, 112, 313]","[222, 233, 123]","(1, 2, 3, 1, 1, 3, 2, 2, 3)","(1, 1, 1, 2, 2, 3, 2, 3, 3)","(1, 2, 3, 1, 3, 3, 1, 2, 2)",,25.185000000000002,35.926,122,357.778,68.519,223,21.852000000000004,32.593,122,,,
133,56.0,P1,oct2202,11,"[333, 311, 322]","[132, 121, 113]","[231, 212, 223]","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(1, 2, 3, 1, 2, 3, 1, 2, 3)","(3, 3, 3, 1, 1, 1, 2, 2, 2)",,223.33300000000003,34.074,111,223.33300000000003,34.074,111,394.815,5.556,333,,,
